"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","cognitive_PCA","interactive_PCA","physical_PCA"
2001,1,39,1,1,1,50,4,1,2,17,1,1,1,6,115.384620666504,1.37114071846008,1,183471,4,0.656751677454987,0.873667057110191,0.0678850368542381
2001,2,23,1,1,1,37,4,1,3,2,1,NA,1,6,7.32109117507935,1.68165600299835,1,183511,4,0.52750554265328,0.538254706589899,0.0678850368542381
2001,1,39,1,1,1,45,5,1,4,21,1,3,1,6,63.2478637695312,0.685570240020752,1,183531,2,0.721930123160855,0.563903236638951,0.106542112421599
2001,1,42,1,1,1,42,3,1,3,21,1,1,1,6,NA,0.607770323753357,1,183561,4,0.795924614910206,0.662590638088091,0
2001,2,49,1,1,2,0,NA,4,1,10,2,2,2,6,6,1.06728935241699,3,183591,3,0.176990573976553,0.427937319703874,0.75
2001,2,57,2,1,2,20,4,5,NA,36,2,3,2,6,6,0.571011304855347,3,183631,3,0.227630017275587,0.560710733901726,0.324797984031498
2001,1,58,1,1,1,60.0000038146973,3,3,2,42,1,1,1,6,10.2564105987549,0.650327503681183,5,183641,2,0.705576195376038,0.886044283411852,0.3032710562108
2006,2,37,1,1,1,50,4,1,4,13,1,1,1,7,33.0769233703613,1.65771508216858,1,184041,4,0.79040324751792,0.74767030184241,0
2001,1,22,2,1,1,65,2,4,8,4,1,1,1,6,4,1.25055348873138,5,184061,2,0.621226709495815,0.593142569722569,0.795570022744621
2001,1,26,2,1,1,45,2,5,NA,9,1,3,1,6,6,0.672274827957153,3,184081,2,0.407408545766567,0.568941418584061,0.659634821203424
2001,1,41,2,1,1,60.0000038146973,4,5,NA,24,1,1,1,6,6.05000019073486,1.12230002880096,5,184091,1,0.643154607214798,0.800964619657533,1
2001,2,34,1,1,1,40,2,3,2,9,2,1,2,6,14.0495481491089,1.1360696554184,1,184111,4,0.928406761828051,0.911599073398215,0.529227961286877
2001,2,25,2,1,1,34,2,5,NA,5,1,2,1,6,4.5,0.639322519302368,6,184151,1,0.555099454932888,0.583185525936992,0.256912947177259
2001,2,22,1,1,1,36,5,1,2,5,1,1,1,6,5.28000020980835,1.31772482395172,3,184171,1,0.883543994774129,0.944282796783995,0.735386019356561
2001,2,30,1,1,1,47,3,2,2,7,2,1,1,6,10.2291326522827,1.1360696554184,1,184191,4,0.893005942677685,0.873556956400543,0.455204843948044
2006,1,38,1,1,1,40,5,2,4,15,1,3,3,7,17.7884616851807,0.995539665222168,1,184191,3,0.754754423959805,0.636618591118126,0.491537319437411
2001,1,43,1,1,1,40,4,1,4,27,2,3,1,6,14.5,1.12343645095825,1,184201,4,0.93048574173135,0.838989467144917,0.173639062986918
2006,1,45,2,1,1,38,4,4,1,29,1,1,1,7,12.6518220901489,1.57128083705902,1,184211,1,0.765052095849516,0.509730928225416,1
2006,2,53,1,1,1,35,2,1,2,32,2,3,4,7,10.4395599365234,0.683246612548828,3,184231,1,0.334934696898048,0.581702081329093,0.49845026661467
2001,1,22,1,1,1,37,4,1,4,4,1,1,1,6,12.9937629699707,1.25055348873138,1,184251,2,0.554316604986751,0.488574211379384,0
2001,2,58,1,1,1,38,3,1,2,36,2,3,1,6,11.6396760940552,0.500657558441162,1,184271,3,0.754590871987158,0.701272598125689,0.453820238395435
2001,2,56,1,1,1,35,2,1,2,38,2,1,1,6,9.76758289337158,1.01876735687256,1,184281,NA,0.709025946603246,0.619407626013024,0.453820238395435
2006,1,39,1,1,1,55,2,1,2,16,1,1,3,7,NA,0.907904267311096,1,184301,4,0.790403339941932,0.872584070550712,0
2001,1,28,1,1,1,48,2,3,1,9,1,1,1,6,9.5,0.625276923179626,3,184311,3,0.753634939818193,0.74769618837836,0.485386019356561
2006,2,55,1,1,2,5,5,2,3,25,2,3,3,7,21.1538467407227,0.72008490562439,2,184311,4,0.634882892556704,0.749422076906496,0
2001,1,32,1,1,1,50,3,1,3,15,1,1,1,6,13.4615383148193,0.633623480796814,1,184321,4,0.785884214823066,0.624753188481794,0.469997172020458
2006,2,36,1,1,1,37,3,3,2,15,2,2,1,7,8.31600856781006,1.37899649143219,5,184341,3,0.727940838949592,0.711289835233365,0.606363764992624
2006,2,33,1,1,1,38,3,1,2,10,2,1,1,7,13.1578950881958,3.31543016433716,1,184371,2,0.822757789139323,0.889898818093433,0.583273884190342
2001,1,56,2,1,1,55,2,5,NA,28,1,3,1,6,6.15000009536743,0.60044276714325,5,184431,1,0.543052521515687,0.356485123353164,0.554059142499719
2006,2,46,1,1,1,50,4,1,2,24,1,1,1,7,57.692310333252,0.727091193199158,1,184441,4,0.967680194462394,0.972141398391997,0
2001,1,46,1,1,1,50,5,1,2,30,1,1,1,6,28.846155166626,0.607770323753357,4,184481,2,0.688383368180493,0.872006233340601,0.234611152663897
2001,1,39,1,1,1,55,4,1,4,23,1,1,1,6,52,0.633623480796814,1,184491,3,0.71954600823789,0.57329097799579,0.0601840033880591
2006,1,36,1,1,1,50,4,4,2,10,1,1,3,7,46.1538467407227,0.907904267311096,2,184491,2,0.929600557316661,0.932548558334384,0.317885036854238
2001,2,57,1,1,2,30.0000019073486,2,1,2,13,2,1,1,6,6.15000009536743,1.01876735687256,1,184511,1,0.652526431302756,0.600519861183087,0.59729134557009
2001,1,33,1,1,1,50,4,1,2,14,1,3,1,6,18.0769233703613,1.19798469543457,1,184531,2,0.854848296590063,0.711425351903857,0.159813168632399
2001,1,29,1,1,1,40,4,1,3,11,1,2,1,6,10.3365383148193,1.27234959602356,1,184551,1,0.677168233381133,0.959014228340762,0
2001,2,31,1,1,1,32,3,2,1,9,2,1,1,6,19,0.568034529685974,2,184561,4,0.90094469533175,0.807122965960753,0.3032710562108
2001,1,50,1,1,1,42,4,1,4,29,2,1,1,6,10.9890108108521,1.30065536499023,1,184581,4,0.626443541815547,0.608411326788904,0.416726115809658
2001,1,55,2,1,1,40,2,4,8,40,1,3,1,6,18.75,1.20210254192352,6,184591,2,0.73498498415734,0.762926941027025,0.727684985890382
2001,2,28,1,1,1,37,2,3,1,6,1,2,1,6,6.49688148498535,1.3055123090744,1,184611,3,0.791829319557396,0.790200968304119,0.325572850724162
2001,1,31,1,1,1,0,4,1,1,11,1,1,1,6,NA,0.588731050491333,1,184621,4,0.849877925341604,0.784942969631424,0.659025082343479
2001,2,42,1,1,1,45,4,2,2,14,1,1,1,6,6.52119398117065,0.935789465904236,9,184631,2,0.681572050339556,0.804227961814264,0.326360937013082
2006,2,22,2,1,2,25,1,5,NA,3,1,3,1,7,12,4.45055103302002,6,185022,2,0.384032738369984,0.520076331487609,0.469818824591483
2001,1,42,2,1,1,45,2,3,1,26,1,3,1,6,12.8205127716064,0.607770323753357,5,185061,1,0.873457324903198,0.849990204736203,0.726910119197718
2001,2,40,2,1,2,12,2,2,1,9,2,1,1,6,5,0.95209938287735,3,185081,1,0.732810911405226,0.453492109690237,0.422864196294253
2001,2,33,2,1,2,16,2,5,NA,15,1,NA,1,6,3.17437934875488,1.20391166210175,6,185091,2,0.589914249250996,0.747384946142069,1
2006,1,34,1,1,1,40,4,1,3,9,1,3,1,7,NA,1.81580793857574,1,185092,4,0.654944834805231,0.60130198109286,0
2001,1,38,2,1,1,65,2,5,NA,20,1,3,1,6,8.05000019073486,0.632982075214386,5,185121,1,0.530776038795297,0.371538496840139,0.863455059598859
2006,1,47,1,1,2,27,5,1,4,20,2,1,1,7,15.6695165634155,2.87281394004822,1,185182,4,0.840493763651714,0.756132930342376,0.355767245728934
2001,1,21,1,1,1,43,2,3,1,3,1,1,1,6,5,2.14147090911865,1,185221,1,0.742260699521351,0.735068339419023,0.931340096453097
2006,2,49,1,1,2,21,5,3,2,26,2,1,1,7,17.3992671966553,7.29547548294067,4,185312,3,0.830927522392329,0.9110658015641,0.5532710562108
2001,1,53,1,1,1,38,5,1,4,34,1,3,1,6,12.6518220901489,0.558466494083405,1,185421,1,0.628955505015819,0.609293175460844,0.453820238395435
2006,2,34,1,1,1,35,2,5,NA,11,1,2,1,7,5.7142858505249,8.26668167114258,6,185462,4,0.397609549240555,0.710621043089654,0.462117791125304
2001,1,30,2,1,1,45,2,5,NA,14,1,1,1,6,5,1.38396716117859,6,185471,NA,0.854490963473838,0.645781039894738,0.863455059598859
2006,2,23,2,1,1,65,3,5,NA,5,1,1,1,7,4.73372793197632,4.62246036529541,4,185482,3,0.521750781932722,0.587481429556108,0.871156093065038
2001,1,23,1,1,1,45,2,1,4,4,1,1,1,6,8.7606840133667,2.14147090911865,1,185511,2,0.604431963822676,0.617176192168682,0.658250215650814
2001,2,27,1,1,2,16,2,3,1,2,2,NA,1,6,12.6000003814697,1.20659196376801,1,185521,1,0.876602347162457,0.873556956400543,0.256912947177259
2001,2,42,1,1,2,21,1,1,2,24,1,3,1,6,32.9670333862305,0.935789465904236,1,185531,2,0.785760055588923,0.784937141373954,0
2001,1,58,2,1,1,60.0000038146973,2,5,NA,43,1,3,1,6,5.83333349227905,1.20088505744934,4,185571,NA,0.456781584756086,0.540734240138233,0.75
2001,2,31,1,1,1,49,2,2,1,15,1,1,1,6,3.27083420753479,1.13491916656494,1,185591,1,0.318479569304221,0.551235656637621,0.205979710640709
2006,2,21,1,1,1,36,2,3,1,6,1,1,1,7,9.62278652191162,0.890110194683075,1,186041,1,0.456250713671797,0.68021571536467,0.673639062986918
2006,2,21,1,1,1,40,2,1,2,5,1,1,1,7,6.49038457870483,1.87763547897339,3,186051,1,0.875394125630269,0.659375508158214,0.341749784349185
2006,2,35,1,1,1,36,5,1,2,16,2,1,1,7,8.01282119750977,1.43444859981537,1,186111,1,0.221132934412457,0.416530295806697,0
2001,2,37,1,1,1,40,3,1,3,17,1,1,1,6,9.80000019073486,0.536988258361816,1,186131,4,0.553256502147191,0.526611890009891,0.370368006776118
2006,2,29,1,1,1,37,2,1,3,5,2,1,4,7,19.4906444549561,2.16988182067871,1,186141,2,0.864621357955126,0.92586276845452,0.219997172020458
2001,1,24,1,1,1,37,4,2,3,1,2,NA,1,6,6.91268157958984,0.672955989837646,1,186161,4,0.628967636078634,0.632653869843503,0.235386019356561
2001,2,48,1,1,2,21,2,1,1,31,1,1,1,6,5,0.476049691438675,1,186291,1,0.754974185654417,0.412696685122286,0.213084224843199
2006,2,26,1,1,2,25,4,1,1,4,1,1,2,7,6,1.95403981208801,1,186311,4,0.549147900700641,0.703043137913214,0.265388847336103
2001,1,40,2,1,2,16,2,5,NA,23,1,3,1,6,5,0.595830798149109,5,186321,4,0.308818745299243,0.256551096189307,0.431340096453097
2006,2,50,1,1,1,35,4,1,1,35,1,3,1,7,10.7621250152588,0.683246612548828,1,186331,1,0.452902846168646,0.193276441218925,0.240736013552237
2006,2,37,1,1,1,35,5,2,1,12,1,1,2,7,9.06593322753906,0.71722424030304,1,186361,4,0.729127397167168,0.611164110187566,0.356542112421599
2001,1,53,1,1,1,55,2,5,NA,37,1,1,1,6,4.36363649368286,0.60044276714325,5,186401,1,0.672206663986704,0.403578847682157,0.689815996611941
2006,2,33,1,1,1,38,2,2,2,10,1,3,1,7,11.1336030960083,1.36002624034882,1,186421,4,0.696356881982895,0.72904107141913,0.886544940401141
2006,1,39,1,1,1,42,1,3,2,23,1,3,1,7,17.3992671966553,0.848312199115753,1,186431,1,0.807845965856019,0.542395063907823,0.863455059598859
2001,2,40,1,1,2,28,3,2,1,22,2,3,1,6,8.39999961853027,0.935789465904236,1,186481,4,0.628460842236892,0.771027851412945,0.794795156051956
2001,1,26,2,1,1,60.0000038146973,3,5,NA,10,1,2,1,6,5,0.672274827957153,5,186501,1,0.860587954691771,0.355332237701136,0.893457887578401
2006,2,31,1,1,1,37,5,1,3,10,1,1,1,7,16.2681922912598,0.689498424530029,1,186511,1,0.559827302420725,0.447643708429163,0.213084224843199
2001,1,42,1,1,1,40,4,1,3,26,2,1,1,6,16.8269233703613,1.04384136199951,1,186541,4,0.856049711871431,0.899864834948604,0.712905877414223
2001,2,53,1,1,1,45,2,1,2,30,2,1,1,6,7.52445459365845,0.50938355922699,1,186561,3,0.783619608843377,0.824001628991594,0
2001,2,42,1,1,1,36,3,2,1,26,2,1,1,6,10.5,0.467894613742828,1,186571,4,0.505783476540043,0.730107615087359,0.370381226372373
2001,2,55,2,1,2,25,2,4,2,35,2,1,1,6,5,1.00131547451019,4,186621,1,0.838510425253263,0.808299610338631,0.513839113950774
2001,2,32,2,1,2,12,4,5,NA,13,1,2,1,6,4.38000011444092,1.2407066822052,2,186641,1,0.207828069307005,0.548595186818846,0.469818824591483
2006,1,46,1,1,1,40,5,2,3,24,2,3,1,7,16.8269233703613,1.91520953178406,1,187011,1,0.878855856782385,0.95097441492133,0.598066212262755
2001,2,44,2,1,1,31,2,5,NA,29,1,1,1,6,NA,1.06830847263336,4,187041,1,0.287707511954449,0.250684764459854,0.741524099841156
2001,2,36,1,1,1,40,3,2,2,15,1,2,1,6,NA,0.536988258361816,1,187051,3,0.728866846454909,0.738987500570927,0.318659903546903
2006,2,20,2,1,2,15,4,5,NA,1,2,NA,2,7,7.53333330154419,0.983705520629883,NA,187061,1,0.0703190460124491,0,0.4467289437892
2001,2,34,1,1,1,38,4,1,3,18,1,1,1,6,9.1093111038208,1.07397639751434,3,187071,1,0.828221388344947,0.731076552584583,0.530956042101182
2001,2,52,1,1,1,36,4,4,2,23,2,1,1,6,13.8888893127441,0.500657558441162,5,187091,4,0.569127724923643,0.916424195175992,0.5532710562108
2001,1,34,2,1,1,38,5,5,NA,17,1,1,1,6,NA,0.672102570533752,2,187151,3,0.778404627768902,0.715620593239086,0.932114963145762
2006,2,27,1,1,1,40,5,1,2,5,2,1,1,7,11.5384616851807,4.33976459503174,1,187151,2,0.815581168236132,0.917757419701435,0.341153265085496
2001,1,51,1,1,1,65,3,5,NA,36,1,3,1,6,6.19999980926514,1.80132806301117,6,187191,1,0.735611947868919,0.765230752648665,1
2006,1,23,1,1,2,16,2,3,2,0,1,3,1,7,NA,1.17349767684937,1,187191,1,0.483258723582234,0.617972831920202,0.636544940401141
2001,2,33,1,1,1,40,4,1,2,10,1,NA,1,6,6.49038457870483,0.536988258361816,1,187201,1,0.749326422256961,0.71588848540705,0.409025082343479
2006,2,29,1,1,1,45,2,1,4,7,1,1,1,7,8.9743595123291,0.902525722980499,1,187201,2,0.892810789829733,0.561040737222352,0.590365178796576
2006,2,36,1,1,2,24,3,1,1,15,1,1,1,7,NA,1.51178932189941,1,187211,1,0.623795208638652,0.736269490894416,0.25
2001,2,47,1,1,1,35,5,1,2,30,1,3,1,6,8,0.95209938287735,1,187221,1,0.758943854820718,0.494013289661137,0.377280953953378
2001,2,32,1,1,1,35,5,1,2,13,1,1,1,6,NA,1.1360696554184,1,187251,4,0.850052610383333,0.833299680322093,0.333452231619317
2001,1,41,1,1,1,45,2,1,3,18,1,1,1,6,37,1.21554064750671,1,187261,4,0.75831811515065,0.436845327672189,0.378843906934962
2006,2,25,1,1,1,35,3,1,3,4,1,1,1,7,11.2637367248535,5.41515445709229,1,187261,1,0.698342609151877,0.66214787926025,0
2001,1,52,2,1,2,20,5,5,NA,33,2,2,1,6,NA,0.650327503681183,9,187291,2,0.507015615312911,0.797803466461468,0.25
2006,2,30,1,1,1,48,3,1,3,8,2,1,1,7,11.5473442077637,1.65771508216858,1,187291,2,0.871006953980237,0.830467602143875,0.636544940401141
2006,2,20,2,1,1,40,2,4,7,1,1,NA,1,7,6.35103893280029,0.890110194683075,5,187301,2,0.591184266992792,0.851056748404432,0.4467289437892
2006,2,41,1,1,1,35,2,1,2,22,3,1,1,7,16.4835166931152,1.59454751014709,1,187321,2,0.704596729570606,0.816339423758062,0.310972089676979
2001,1,29,1,1,1,40,2,4,1,13,1,1,1,6,7,0.713823735713959,5,187351,1,0.684483844940115,0.63367493645656,0.863455059598859
2006,2,30,1,1,1,35,4,1,3,8,2,3,1,7,9.89772319793701,1.65771508216858,1,187361,2,0.847893124409391,0.884540424481541,0.439815996611941
2006,2,34,1,1,1,40,2,1,3,11,1,1,1,7,48.0769233703613,1.51178932189941,1,187371,2,0.889006000866252,0.842069465096014,0
2001,2,26,1,1,2,23,2,1,2,10,1,1,1,6,7.60869550704956,0.570322155952454,1,187381,1,0.532407730077421,0.58054910979367,0.213084224843199
2001,1,31,2,1,1,50,2,4,8,15,1,1,1,6,5.34999990463257,0.632982075214386,6,187411,1,0.633320720635624,0.434772506686261,1
2006,2,37,1,1,1,35,3,1,2,12,2,1,1,7,22.527473449707,1.65771508216858,1,187431,2,0.785732846377381,0.86204021648543,0
2001,1,51,1,1,1,60.0000038146973,4,1,3,29,1,1,1,6,NA,0.650327503681183,1,187441,4,0.882849777616494,0.756989801341694,0.658250215650814
2006,1,26,1,1,2,6,2,1,1,0,1,NA,4,7,NA,3.38283920288086,1,187441,3,0.246834110217805,0.117090983248262,0.240736013552237
2001,1,49,2,1,1,48,2,5,NA,25,1,3,1,6,4.90000009536743,0.521920502185822,4,187451,1,0.630672614617022,0.611455642154521,0.74308705282274
2001,1,43,1,1,1,60.0000038146973,2,1,3,26,1,1,1,6,NA,1.21554064750671,3,187471,1,0.798462492990061,0.756793101821321,0.682114963145762
2006,1,28,2,1,1,55,2,5,NA,8,1,1,1,7,NA,2.22081279754639,5,187501,1,0.671551126888744,0.689451846748747,0.658250215650814
2001,2,29,1,1,1,31,3,2,2,8,2,1,1,6,6.51364755630493,1.91796767711639,1,187521,3,0.559041457248697,0.644814891165707,0.386544940401141
2001,2,39,2,1,1,36,2,5,NA,10,1,1,1,6,3.80999994277954,1.86106061935425,5,187531,1,0.456808986143746,0.370160714574723,0.545570022744621
2001,2,25,1,1,1,40,2,1,3,7,1,1,1,6,7.5,1.14064395427704,1,187561,2,0.824042483593129,0.518566248332989,0
2001,1,45,1,1,1,35,2,3,2,24,1,3,1,6,16.4835166931152,1.21554064750671,3,187571,4,0.434058197457163,0.643088007890849,0.136544940401141
2001,1,32,1,1,1,36,5,3,2,16,1,1,1,6,NA,0.672102570533752,5,187591,2,0.586906276060815,0.460705343146746,1
2001,2,29,1,1,1,36,2,3,1,8,2,1,1,6,12.2863245010376,1.12110471725464,3,187601,4,0.728239967917081,0.779907736896513,0.25
2001,1,57,2,1,1,40,2,5,NA,42,1,1,1,6,5,0.656411051750183,5,187641,1,0.471925204142062,0.290956740311164,0.8032710562108
2001,2,46,1,1,1,35,3,1,2,30,2,1,1,6,6.31868124008179,0.476049691438675,5,188021,1,0.38455520205876,0.473103931733799,0.317096950565319
2001,2,40,1,1,1,45,3,1,3,25,1,3,1,6,6.0683765411377,1.06728935241699,1,188061,1,0.863969969910381,0.807126495464589,0.453820238395435
2001,2,46,2,1,2,6,1,5,NA,25,NA,NA,1,6,4.75,1.09990930557251,9,188071,1,0.0748031553055461,0.0819715433184765,0.326360937013082
2001,1,54,2,1,1,38,3,4,1,38,1,3,1,6,8.42105293273926,0.656411051750183,3,188111,1,0.56721988983141,0.331971543318477,0.25
2001,1,47,1,1,1,36,2,3,2,31,1,2,1,6,5.52777767181396,1.22691118717194,1,188141,1,0.57009342758053,0.474244980989427,0.773089880802282
2001,1,36,1,1,1,39,3,1,2,18,1,1,1,6,4.32999992370605,1.26596391201019,2,188181,1,0.500958106292592,0.506046855703267,0.863455059598859
2001,1,28,2,1,1,48,3,4,8,12,1,3,1,6,5,0.73493880033493,2,188191,1,0.442289711571304,0.361908311563064,0.75
2006,1,33,1,1,1,50,4,1,3,12,1,NA,1,7,38.4615364074707,1.81580793857574,1,188202,4,0.866707868333741,0.843930517889813,0
2006,2,27,1,1,1,50,2,2,2,6,1,1,1,7,12.1538467407227,1.08494091033936,4,188222,4,0.784957782701016,0.860429786349307,0.356542112421599
2006,2,23,2,1,2,18,2,4,7,2,1,NA,4,7,9.72222232818604,0.977019906044006,6,188232,3,0.608736112188688,0.886487426931404,0.469997172020458
2001,1,41,2,1,1,41,2,5,NA,16,1,1,1,6,6.75,1.19166219234467,1,188241,4,0.476471220030176,0.262136043649582,0.795570022744621
2006,2,38,1,1,1,36,3,2,1,15,1,1,2,7,9.61538410186768,0.689498424530029,5,188332,1,0.554250216506582,0.722141398391998,0.6967289437892
2001,1,45,2,1,1,50,2,5,NA,30,1,2,1,6,4.80000019073486,0.595262348651886,5,188401,1,0.580167819778416,0.503241837865925,1
2001,2,36,1,1,1,45,3,5,NA,19,NA,3,1,6,4.8899998664856,1.2407066822052,5,188461,1,0.335814151822082,0.450885281353491,0.65037083475566
2001,2,24,1,1,1,35,3,2,2,3,2,NA,1,6,14.4099998474121,2.41318273544312,1,188501,4,0.854557165791094,0.785733867008868,0.355767245728934
2001,1,45,2,1,1,40,4,5,NA,30,1,1,1,6,5.15000009536743,1.68345022201538,1,188561,1,0.24989334653379,0.397198949168985,0.273089880802282
2001,1,33,1,1,1,40,4,1,2,17,1,1,1,6,4.90000009536743,1.34420549869537,2,188571,1,0.368233471534708,0.381768876359439,0.862680192906194
2001,2,52,1,1,1,45,3,1,2,20,3,1,1,6,8.9743595123291,0.50938355922699,1,188601,3,0.701939253046671,0.490531924798292,0.203655110562714
2001,2,47,2,1,1,50,3,3,2,30,1,3,2,6,8.07692337036133,0.544857680797577,3,188621,1,0.662259241244833,0.83692857001862,0.523089880802282
2001,2,42,1,1,1,39,4,1,1,15,1,NA,1,6,NA,1.00714552402496,2,188631,1,0.77799997885269,0.972141398391997,0.764613980643439
2001,1,25,1,1,1,55,5,1,3,3,1,1,1,6,8.04195785522461,0.672955989837646,5,188641,NA,0.72458773978386,0.64193512223882,0.316322083872654
2001,2,51,1,1,2,27.0000019073486,3,1,2,23,1,3,1,6,7.83475828170776,1.07766771316528,1,189031,3,0.760769133731439,0.879025450722083,0.348854298551675
2006,2,44,2,1,1,40,3,5,NA,10,1,NA,2,7,NA,1.35873436927795,5,189031,1,0.340516096297857,0.380485660775749,1
2001,2,39,1,1,2,12,1,3,2,13,2,1,1,6,7.53205108642578,1.22920894622803,1,189101,4,0.806589670856133,0.646499399052877,0.173639062986918
2006,2,35,1,1,1,35,5,1,4,15,2,1,2,7,26,1.43444859981537,1,189101,NA,0.864618306331398,0.75676415635664,0.348854298551675
2001,2,42,1,1,1,38,2,2,2,25,2,1,1,6,10.9488859176636,0.935789465904236,1,189111,4,0.869187579114689,0.87838207817832,0.416726115809658
2001,1,38,1,1,1,37,2,1,4,15,1,3,1,6,9.66736030578613,1.17746210098267,1,189121,3,0.776254306481778,0.338522639507783,0.453820238395435
2001,1,32,2,1,1,42,3,4,8,16,1,1,1,6,NA,0.672102570533752,5,189151,2,0.688542564770337,0.588362455248114,0.863455059598859
2001,1,46,1,1,2,20,2,2,3,24,1,1,1,6,NA,1.21554064750671,3,189211,4,0.901886544545497,0.620813444879793,0.189041129919276
2006,1,31,2,1,1,35,3,4,1,10,1,1,4,7,15,0.90264618396759,6,189241,1,0.650242661305321,0.620361852462262,0.939815996611941
2001,1,54,1,1,1,55,2,1,2,39,1,1,1,6,5.69999980926514,0.656411051750183,3,189271,1,0.829765341182367,0.488629480088401,1
2006,2,23,2,1,2,16,2,5,NA,6,1,2,2,7,5.05000019073486,1.78022038936615,6,189271,4,0.683309744315202,0.617304043415595,0.893457887578401
2006,2,36,1,1,1,35,2,1,1,9,3,1,1,7,10.7142858505249,0.680013298988342,5,189311,2,0.913972289756864,0.96731627661422,0.635770073708476
2001,1,40,1,1,1,45,2,2,2,24,1,1,1,6,13.6752147674561,1.21554064750671,1,189331,2,0.966246718161471,1,0
2006,2,37,1,1,1,37,2,2,1,20,2,1,2,7,13,0.71722424030304,1,189331,4,0.718691095750752,0.624310044962241,0
2001,1,28,1,1,1,35,5,1,3,11,1,1,1,6,5.15962600708008,1.90852534770966,1,189341,4,0.926384078214165,0.722141398391998,0.068659903546903
2001,2,44,1,1,2,16,4,3,1,24,1,2,1,6,4.03999996185303,1.00714552402496,2,189391,1,0.23022998997247,0.364425097468643,0.575572850724163
2001,1,47,1,1,1,60.0000038146973,2,4,1,25,1,2,1,6,3.8461537361145,0.613455832004547,4,189411,2,0.671784804105809,0.593127035694648,0.416726115809658
2006,2,41,1,1,1,33,3,4,2,20,2,1,2,7,7.69999980926514,0.654101312160492,5,189461,NA,0.890161738576268,0.710621128973049,0.666726115809658
2001,2,53,2,1,2,12,2,5,NA,22,2,3,1,6,5.26999998092651,1.14202260971069,6,189471,1,0.499286556029522,0.693610392892157,0.478294724750327
2001,2,53,2,1,2,25,2,4,1,25,1,2,1,6,4.36999988555908,1.16601943969727,6,189501,1,0.630235050111227,0.743389066532526,0.863455059598859
2001,1,42,1,1,1,40,3,1,2,20,2,3,1,6,11.8510150909424,1.12343645095825,3,189531,4,0.782862509987425,0.93463255322844,0.273268228231258
2001,1,38,1,1,1,48,2,1,2,18,1,3,1,6,13.1677961349487,1.37114071846008,5,189551,4,0.805098085276422,0.732521613302041,0
2001,1,39,1,1,1,50,3,1,3,23,1,1,1,6,9.61538410186768,1.17746210098267,1,189611,3,0.647799668033927,0.681795469772686,0.476910119197718
2001,1,36,1,1,1,60.0000038146973,3,1,2,19,1,1,1,6,7.52445411682129,0.685570240020752,1,190021,1,0.91581211880826,0.656999072433875,0
2001,2,41,2,1,2,20,2,5,NA,15,1,3,1,6,3.95000004768372,0.503572881221771,1,190031,1,0.305785364571733,0.400656555305982,0.121930959757703
2001,1,37,1,1,1,48,5,2,3,20,1,1,1,6,7.21153831481934,1.26596391201019,2,190081,1,0.529496272942798,0.729738068291877,0.794795156051956
2001,2,57,2,1,2,12,2,4,1,34,2,3,1,6,NA,0.571011304855347,4,190111,1,0.4448569525546,0.747449658495787,0.469818824591483
2006,2,31,1,1,1,50,4,1,3,5,1,1,1,7,23.4615383148193,1.65771508216858,1,190112,4,0.792323573506776,0.574440334143982,0
2001,1,29,1,1,1,55,5,4,1,13,1,1,1,6,10.4895105361938,1.34454989433289,3,190131,1,0.332924140798,0.588111005971399,0.725360385812388
2006,1,25,1,1,1,35,3,2,2,2,2,1,1,7,19.2307682037354,3.90936493873596,1,190132,4,0.827970605408496,0.757966216695362,0.113455059598859
2001,2,50,1,1,1,37,4,1,2,25,2,1,1,6,6.23700618743896,1.01876735687256,1,190151,1,0.785650104023644,0.879050866682927,0.393636235007376
2001,2,40,1,1,2,10,3,1,4,11,2,NA,1,6,5.64334058761597,0.935789465904236,1,190161,1,0.771364713019683,0.802609000535872,0.182114963145762
2006,2,36,1,1,1,55,4,1,2,15,1,1,1,7,13.9860143661499,1.65771508216858,4,190162,4,0.919683829955389,0.922582541479213,0.461342924432639
2001,1,36,2,1,1,37,3,5,NA,19,2,1,1,6,6,0.671461284160614,5,190171,1,0.522633008093465,0.658987634927515,0.863455059598859
2001,2,49,2,1,1,66,3,4,1,25,1,3,1,6,6.5,0.467894613742828,3,190211,4,0.665421990241041,0.722645638878037,0.796344889437285
2001,2,51,1,1,1,32,2,1,1,10,2,1,1,6,6.8617787361145,1.52815043926239,1,190241,2,0.865383711319111,0.820053436491615,0.766176933625023
2001,1,29,2,1,1,42,3,3,2,9,1,3,1,6,5.7142858505249,1.46987771987915,3,190251,1,0.550592734350149,0.786231457837339,0.469818824591483
2001,2,38,2,1,2,20,3,5,NA,6,2,1,1,6,5.59999990463257,1.07397639751434,3,190291,1,0.515099884647938,0.509707725134812,0.135770073708476
2001,2,53,1,1,1,40,4,1,2,30,1,3,1,6,7.69230794906616,0.583009719848633,1,190301,2,0.652284076009549,0.668150169587522,0.0532710562107996
2006,1,50,1,1,1,45,4,1,2,30,2,1,1,7,10.6837606430054,0.788922727108002,1,190322,2,0.814017529851723,0.719365411902731,0.688253043630356
